s000187320,BA 220 01,TR,1200,1315
s000187407,ART405 01,TR,0930,1100
s000187407,ART309 01,TR,1300,1430
s000187450,BA 221 02,MWF,1100,1150
s000187450,BA 220 01,TR,1200,1315
s000187493,BA 220 02,TR,0800,0915
s000187842,BA 100 01,MWF,0900,0950
s000187964,BA 221 02,MWF,1100,1150
s000187970,BA 100 01,MWF,0900,0950
s000188014,BA 221 01,MWF,1000,1050
s000188457,ART206 01,TR,0800,0920
s000188543,BA 100 01,MWF,0900,0950
s000188588,BA 100 02,MWF,1000,1050
s000188619,BA 221 01,MWF,1000,1050
s000188671,BA 100 01,MWF,0900,0950
s000188777,BA 100 02,MWF,1000,1050
s000188780,ART226 01,MW,1000,1130
s000188790,AT 271 01,TR,0930,1045
s000188790,AT 222 01,MWF,1200,1250
s000188790,AT 220 01,MWF,1000,1050
s000188801,ART201 01,M,1315,1550
s000188821,BA 100 02,MWF,1000,1050
s000188823,ART205 03,TR,1400,1530
s000188827,BA 100 02,MWF,1000,1050
s000188837,BA 100 01,MWF,0900,0950
s000188846,BA 100 01,MWF,0900,0950
s000188848,BA 100 02,MWF,1000,1050
s000188874,ART206 01,TR,0800,0920
s000188889,BA 100 03,MWF,1100,1150
s000188893,BA 100 03,MWF,1100,1150
s000188913,BA 100 01,MWF,0900,0950
s000188922,BA 100 03,MWF,1100,1150
s000188933,AT 220 01,MWF,1000,1050
s000188933,AT 222 01,MWF,1200,1250
s000188933,AT 271 01,TR,0930,1045
s000188944,ART111 01,W,1315,1600
s000188945,ART126 01,MW,1000,1130
s000188946,AT 271 01,TR,0930,1045
s000188946,AT 222 01,MWF,1200,1250
s000188946,AT 220 01,MWF,1000,1050
s000188956,ART206 01,TR,0800,0920
s000188957,BA 100 03,MWF,1100,1150
s000188965,BA 100 02,MWF,1000,1050
s000188971,BA 100 01,MWF,0900,0950
s000188973,ART206 01,TR,0800,0920
s000188983,BA 100 01,MWF,0900,0950
s000189002,AT 220 01,MWF,1000,1050
s000189002,AT 222 01,MWF,1200,1250
s000189002,AT 271 01,TR,0930,1045
s000189007,BA 100 03,MWF,1100,1150
s000189010,BA 100 02,MWF,1000,1050
s000189017,BA 100 01,MWF,0900,0950
s000189030,BA 100 03,MWF,1100,1150
s000189042,BA 100 03,MWF,1100,1150
s000189043,BA 100 02,MWF,1000,1050
s000189057,BA 100 03,MWF,1100,1150
s000189060,ART201 01,M,1315,1550
s000189107,BA 100 03,MWF,1100,1150
s000189129,ART111 01,W,1315,1600
s000189130,BA 100 02,MWF,1000,1050
s000189142,BA 100 02,MWF,1000,1050
s000189143,BA 100 03,MWF,1100,1150
s000189146,ART205 02,TR,1200,1330
s000189157,BA 100 02,MWF,1000,1050
s000189203,BA 100 03,MWF,1100,1150
s000189218,BA 100 01,MWF,0900,0950
s000189235,BA 100 02,MWF,1000,1050
s000189245,ART206 01,TR,0800,0920
s000189246,BA 100 03,MWF,1100,1150
s000189255,BA 100 02,MWF,1000,1050
s000189279,ART209 01,TR,0800,0915
s000189279,ART111 01,W,1315,1600
s000189285,AT 222 01,MWF,1200,1250
s000189285,AT 220 01,MWF,1000,1050
s000189285,AT 271 01,TR,0930,1045
s000189292,BA 100 02,MWF,1000,1050
s000189302,ART111 01,W,1315,1600
s000189306,BA 100 03,MWF,1100,1150
s000189308,BA 100 03,MWF,1100,1150
s000189313,BA 100 01,MWF,0900,0950
s000189314,BA 100 03,MWF,1100,1150
s000189323,BA 100 03,MWF,1100,1150
s000189324,BA 100 03,MWF,1100,1150
s000189333,ART206 01,TR,0800,0920
s000189340,BA 100 02,MWF,1000,1050
s000189345,BA 100 02,MWF,1000,1050
s000189348,BA 100 01,MWF,0900,0950
s000189353,BA 100 01,MWF,0900,0950
s000189354,BA 100 01,MWF,0900,0950
s000189358,BA 100 01,MWF,0900,0950
s000189367,BA 100 01,MWF,0900,0950
s000189378,BA 100 01,MWF,0900,0950
s000189382,BA 100 03,MWF,1100,1150
s000189385,BA 100 02,MWF,1000,1050
s000189391,BA 100 02,MWF,1000,1050
s000189392,BA 100 01,MWF,0900,0950
s000189407,BA 100 01,MWF,0900,0950
s000189411,ART226 01,MW,1000,1130
s000189426,BA 100 03,MWF,1100,1150
s000189436,BA 100 03,MWF,1100,1150
s000189442,ART209 01,TR,0800,0915
s000189457,BA 100 01,MWF,0900,0950
s000189459,BA 100 02,MWF,1000,1050
s000189460,BA 100 03,MWF,1100,1150
s000189463,ART209 01,TR,0800,0915
s000189470,BA 100 01,MWF,0900,0950
s000189475,BA 100 03,MWF,1100,1150
s000189505,BA 100 02,MWF,1000,1050
s000189521,BA 221 02,MWF,1100,1150
s000189527,BA 100 01,MWF,0900,0950
s000189529,BA 100 02,MWF,1000,1050
s000189529,ART205 03,TR,1400,1530
s000189533,ART205 01,MW,1000,1130
s000142374,BA 344 01,TR,1330,1445
s000142374,BA 450 01,MW,1400,1515
s000143722,BA 351 01,MWF,1100,1150
s000146730,BA 346 01,MWF,1300,1350
s000146730,BA 331 01,MWF,1400,1450
s000146730,BA 333 01,TR,1330,1445
s000149762,BA 344 01,TR,1330,1445
s000149762,BA 420 01,T,1800,2045
s000153953,BIO215L 01,T,1330,1615
s000153953,BIO215 01,MWF,1000,1050
s000155558,BIO122 01,TR,1200,1315
s000157404,BIO134 01,MWF,0900,0950
s000157404,BIO134L 02,R,0800,1045
s000157504,BIO215 01,MWF,1000,1050
s000157607,BIO134L 02,R,0800,1045
s000157607,BIO134 01,MWF,0900,0950
s000158255,BA 327 A316,T,1800,2155
s000158255,BA 331 01,MWF,1400,1450
s000159169,BIO134 01,MWF,0900,0950
